695,118,119,102,154,81,105,160,121,80,163,44,38,30,53,43,48,36,35,44,29,32,53,33,35,37,30,31,38,47,39,32,53,49,47,43,38,38,31,33,40,47,40,37,35,55,45,56,45,50,26,51,54,42,40,36,50,49,47,37,44,53,29,33,40,36,31,43,33,37,36,45,31,34,35,36,36,37,53,42,49,50,34,38,52,64,43,38,31,35,32,54,37,53,48,39,40,51,50,42,32,45,40,32,47,37,33,38,30,43,62,43,33,34,35,37,46,38,31,38,42,34,31,56,37,31,40,36,40,41,37,44,56,48,36,29,44,38,39,35,40,36,43,30,32,54,50,30,24,22,44,32,34,35,56,45,39,40,38,38,35,38,53,29,58,43,42,39,52,40,42,44,38,69,49,62,59,48,54,47,44,45,55,46,51,43,65,43,51,49,52,37,34,66,47,44,44,47,51,52,51,38,40,40,45,38,40,43,49,48,43,37,43,35,40,43,42,40,52,43,53,63,43,38,42,52,35,49,39,42,49,52,35,45,38,53,51,34,33,52,36,46,37,31,37,41,59,36,40,42,54,44,32,45,44,49,50,53,37,52,41,55,59,52,45,41,41,60,48,41,42,47,46,63,51,49,39,42,32,31,39,34,35,26,43,25,31,39,43,53,44,47,43,43,40,57,44,36,26,22,22,30,21,20,23,25,24,26,23,27,24
118,679,127,74,119,85,82,115,113,67,171,37,56,33,44,41,42,36,44,36,29,29,34,38,34,29,39,34,32,39,35,40,43,49,40,54,44,44,36,47,64,37,54,55,43,54,56,59,48,41,26,42,56,41,56,58,35,32,52,58,62,35,46,37,43,28,36,59,31,39,35,49,35,35,28,44,29,34,35,52,51,43,38,40,31,32,29,48,28,30,40,54,52,46,34,46,43,58,58,42,55,42,36,59,42,48,44,36,36,41,44,38,64,49,40,32,32,42,30,35,31,36,36,36,32,39,30,33,37,42,38,40,66,43,33,31,34,48,41,32,40,36,34,47,36,40,38,51,24,28,38,33,37,32,36,43,59,51,60,42,52,40,48,39,54,42,42,49,55,42,46,45,52,72,49,40,64,42,43,45,44,41,55,58,47,42,47,48,48,50,72,52,40,41,40,50,41,60,40,38,55,52,47,46,38,44,42,50,32,35,46,46,52,38,43,46,49,46,58,40,40,58,44,33,46,62,51,69,43,56,37,53,45,50,42,46,53,32,43,62,48,44,46,36,41,33,54,41,44,38,50,51,38,41,59,50,44,44,53,39,74,50,55,49,52,47,37,55,56,47,48,33,50,52,64,53,49,45,25,31,46,27,37,39,36,22,36,36,38,50,49,40,47,46,50,63,50,56,24,28,24,23,27,23,26,22,20,20,24,30,22
119,127,656,86,86,161,106,84,110,47,112,35,47,36,45,35,49,54,44,45,30,43,29,37,27,33,41,37,28,25,30,37,53,54,36,44,46,56,34,51,47,46,39,31,47,49,43,53,42,37,35,44,69,43,48,52,34,29,47,39,38,35,28,35,32,29,51,47,44,37,33,35,68,49,29,36,39,32,42,35,44,38,27,50,37,42,32,36,39,49,37,37,46,49,43,40,40,42,46,43,49,66,45,42,34,50,46,37,34,49,53,41,51,45,61,37,35,37,42,38,28,30,31,28,24,28,36,27,43,31,42,33,71,46,60,38,29,38,27,36,39,37,35,43,35,36,50,59,27,21,31,59,34,52,50,39,44,48,41,38,40,38,42,44,43,58,45,60,44,56,51,48,49,54,44,42,40,39,36,50,36,59,46,60,42,67,52,56,47,47,56,50,33,47,44,35,45,49,38,58,38,48,29,38,34,41,34,41,42,48,71,49,38,32,30,39,51,53,39,34,36,39,35,38,30,41,30,53,43,33,35,29,40,42,50,38,44,37,40,67,40,32,33,32,34,38,39,52,34,40,53,31,39,40,38,37,55,43,43,58,42,52,54,49,46,50,40,57,44,42,33,29,57,54,57,59,48,42,40,36,32,24,28,24,27,19,29,35,24,37,37,33,39,46,40,49,27,38,27,24,27,26,32,22,24,18,25,21,29,27,24
102,74,86,667,124,54,116,113,79,40,124,38,39,40,42,36,49,32,44,32,24,32,34,23,33,35,38,40,41,33,37,40,43,47,44,47,45,43,37,41,50,33,27,34,41,34,35,36,32,49,27,39,43,43,55,50,36,38,59,36,33,43,29,34,37,26,34,47,46,34,43,33,32,36,43,34,38,34,31,36,33,46,31,45,30,37,23,37,28,35,36,50,38,46,36,38,43,59,37,46,34,42,48,37,39,37,44,34,30,37,45,30,46,39,29,28,25,39,47,36,38,39,34,29,37,31,38,31,37,36,33,33,55,41,38,35,31,37,49,52,35,35,38,43,48,41,52,45,25,30,42,31,38,26,47,35,46,40,49,38,39,39,64,51,65,49,49,57,39,54,46,40,45,46,39,48,54,44,37,54,48,52,46,42,48,58,34,49,43,45,51,37,62,67,47,50,61,51,47,52,55,36,44,35,42,52,38,42,40,48,52,44,41,31,36,42,46,51,57,43,44,46,50,39,28,49,42,47,53,44,36,36,48,42,42,56,44,36,31,43,34,46,53,33,41,32,47,35,42,38,38,63,30,35,47,58,54,47,46,49,47,49,43,64,43,40,39,53,54,52,74,44,49,49,50,45,56,47,24,30,30,26,31,33,24,17,26,40,28,50,47,37,38,33,38,31,58,36,24,22,23,34,27,27,29,26,25,22,21,36,23
154,119,86,124,756,112,96,159,97,54,140,61,48,36,43,30,36,43,40,35,35,38,37,35,38,41,31,35,37,40,55,42,58,59,50,38,43,45,47,40,69,41,65,66,49,59,46,59,50,49,33,58,47,51,64,40,38,44,52,51,32,36,40,45,39,39,32,46,34,32,26,44,31,45,31,38,29,29,68,32,34,72,36,35,25,63,32,40,45,43,36,41,40,48,35,53,53,47,41,59,39,57,45,48,70,40,52,37,40,46,35,46,42,33,34,34,31,31,59,43,30,33,39,31,44,33,36,37,29,55,52,37,49,46,36,31,64,41,45,32,42,33,32,53,45,32,36,29,26,41,41,34,44,36,44,37,45,56,50,42,38,37,45,26,43,50,55,50,55,47,45,43,49,49,58,48,58,52,48,49,50,54,48,47,47,50,46,63,44,40,53,52,42,42,48,43,42,40,39,40,54,33,29,40,55,50,38,34,34,36,59,40,38,34,41,42,63,47,61,53,51,49,41,45,42,66,37,69,67,58,40,47,41,45,43,46,57,37,38,54,45,51,40,53,39,38,51,36,56,46,47,36,51,50,62,50,53,40,53,40,49,61,57,67,42,47,36,65,43,67,58,40,56,67,68,56,46,44,33,32,43,28,29,26,33,17,27,48,36,42,39,43,44,38,30,46,35,45,26,18,25,21,21,26,17,20,19,21,19,20,26
81,85,161,54,112,642,64,93,137,73,124,53,42,38,56,33,47,38,39,36,32,31,35,30,37,24,27,45,41,31,33,42,39,46,41,35,60,50,44,47,54,38,42,49,50,45,39,61,45,50,29,53,63,45,63,36,45,27,53,48,38,27,60,36,49,34,51,57,43,37,44,36,39,57,44,48,55,38,26,39,31,58,71,47,40,49,39,40,27,34,52,41,43,56,47,54,35,56,54,42,46,59,42,43,50,51,37,54,35,54,39,37,44,61,45,32,31,28,37,33,37,51,46,26,39,28,33,47,41,48,53,34,56,53,39,42,40,35,44,51,39,28,37,31,37,31,48,44,20,24,47,41,32,38,48,47,40,55,45,55,51,30,51,42,57,57,51,36,53,57,80,72,53,57,46,44,38,42,42,54,47,50,51,49,59,55,36,64,64,40,51,64,41,43,39,65,42,51,36,40,57,49,35,38,35,65,38,63,34,40,43,40,37,37,34,41,50,46,61,36,60,55,50,39,38,46,34,48,48,48,32,32,61,65,45,46,44,41,43,44,48,50,38,32,39,29,45,39,48,42,46,42,34,47,52,50,54,62,60,46,56,44,60,50,54,47,43,85,54,48,50,36,47,53,56,51,48,48,29,33,49,33,36,29,41,22,32,43,37,48,50,54,38,43,41,43,29,42,21,27,20,22,18,33,17,24,22,23,15,29,21
105,82,106,116,96,64,700,68,82,45,169,35,47,36,39,37,49,35,35,34,24,30,29,28,33,37,45,32,38,32,39,34,53,49,39,40,41,44,41,50,35,52,52,37,50,39,49,47,41,46,32,51,49,57,39,36,48,52,68,35,34,34,44,34,32,32,41,49,49,31,48,38,37,47,36,36,52,34,41,33,52,60,45,37,36,46,40,44,33,38,38,64,53,55,48,61,48,47,47,45,47,57,61,40,46,37,43,41,31,57,51,42,46,48,41,27,37,34,43,49,50,41,28,43,28,35,28,35,32,49,40,59,59,47,39,36,34,33,34,39,37,36,43,38,36,38,43,32,31,24,53,41,37,35,42,49,41,50,49,44,42,38,45,34,45,44,40,53,48,46,44,47,40,49,70,48,43,50,49,58,60,55,50,51,53,59,55,46,44,54,72,52,42,50,35,61,36,54,37,55,48,33,43,45,49,60,27,48,46,41,47,40,38,46,45,46,44,44,50,50,44,44,61,47,43,51,39,42,53,62,45,53,63,60,46,44,45,34,60,52,35,36,53,31,41,42,47,61,43,54,67,43,43,45,52,44,48,54,50,45,43,68,53,56,48,54,53,53,61,50,59,42,57,51,70,44,60,45,31,35,50,33,33,31,31,25,35,35,55,44,37,31,28,36,39,28,40,43,22,23,32,30,22,15,15,18,22,18,18,25,22
160,115,84,113,159,93,68,725,105,62,139,37,39,32,36,41,51,33,36,55,37,37,35,37,33,33,34,32,40,29,29,35,71,51,41,34,34,49,49,63,62,49,49,38,45,53,40,67,50,45,27,49,36,48,44,43,42,43,49,36,38,36,31,40,37,32,41,60,39,36,27,37,34,47,36,35,50,32,33,35,34,45,29,41,43,40,34,36,42,40,39,46,40,51,36,44,47,70,44,34,44,45,42,44,40,40,38,44,30,38,57,39,49,43,45,39,25,31,34,29,25,31,56,28,36,27,34,40,28,39,36,34,52,43,36,38,32,34,36,35,35,30,37,39,37,43,35,33,22,29,34,32,42,42,40,56,43,54,36,45,45,32,49,30,58,54,44,54,58,36,50,46,48,50,50,59,41,44,36,49,65,47,57,39,52,45,40,61,59,50,60,41,37,63,46,51,51,49,40,58,46,40,40,40,37,46,43,43,40,45,46,42,37,42,44,42,41,47,47,52,48,44,51,33,42,43,51,38,42,57,63,39,44,56,33,53,53,35,37,38,36,35,51,41,36,52,57,41,43,41,53,59,46,48,49,40,65,54,55,44,64,48,48,54,46,48,35,39,48,49,49,51,56,63,48,39,45,53,31,50,36,29,33,40,44,25,36,54,26,38,35,49,38,37,38,38,42,52,19,29,29,29,29,28,20,21,25,23,20,30,23
121,113,110,79,97,137,82,105,690,57,145,46,49,29,38,35,47,44,37,28,28,38,37,30,28,27,26,36,31,47,25,45,43,48,38,38,33,44,43,49,66,48,30,43,46,50,44,65,34,47,28,46,44,47,42,34,40,34,31,38,34,32,30,44,28,38,31,49,39,31,30,31,30,46,31,38,35,31,46,33,41,42,28,46,45,63,35,51,42,67,52,49,40,48,51,47,39,70,57,45,35,63,40,51,51,50,46,53,34,35,38,40,43,57,36,28,37,36,39,44,44,39,59,27,37,38,38,31,39,33,48,49,46,70,40,34,44,46,41,37,43,34,39,33,35,45,41,37,36,29,54,42,41,41,42,42,44,40,48,41,50,48,56,51,55,56,47,58,55,47,49,51,78,56,54,42,47,39,48,50,43,54,43,69,66,50,45,53,52,40,62,57,37,56,48,47,43,43,46,52,43,39,44,41,49,37,37,60,45,32,38,34,35,30,33,47,41,46,53,41,44,41,49,49,32,35,45,41,44,50,59,38,52,50,39,52,50,45,36,40,34,49,49,39,51,47,52,49,37,43,75,40,33,39,40,50,55,52,48,53,43,52,74,93,44,37,36,68,38,46,46,40,42,39,52,46,47,46,36,29,36,21,29,27,37,22,25,41,34,53,45,38,38,54,41,36,31,56,26,25,25,31,20,22,18,22,19,25,22,29,24
80,67,47,40,54,73,45,62,57,796,71,39,44,39,33,31,32,32,36,39,34,30,45,33,31,36,43,40,38,29,32,46,36,37,33,39,39,40,37,43,53,39,43,46,41,56,45,42,50,38,26,54,46,49,38,38,36,49,49,42,55,37,33,44,42,35,52,41,43,44,47,36,26,32,29,33,32,60,35,38,41,49,41,43,38,30,30,37,28,30,60,47,31,55,50,35,51,50,29,36,50,110,49,32,32,38,56,45,32,36,46,34,57,51,55,31,30,31,39,29,33,30,35,38,42,44,58,42,49,44,43,36,46,39,31,34,43,49,37,37,38,41,42,33,47,39,33,39,22,34,51,42,36,38,40,46,32,41,39,35,46,52,46,36,58,57,48,43,53,45,56,52,51,54,65,43,36,52,31,37,54,53,38,87,49,43,41,64,44,36,47,37,37,39,55,45,35,37,47,30,58,41,38,33,40,33,32,38,38,70,33,35,44,31,36,52,40,35,86,54,58,44,25,32,44,44,35,40,48,53,42,43,50,47,37,43,35,35,38,40,40,43,44,37,37,42,46,36,36,43,51,43,47,30,59,36,57,52,47,35,43,51,53,41,33,51,33,41,50,45,45,36,51,49,54,36,36,40,28,32,30,28,40,33,28,27,42,32,43,42,34,45,28,39,40,24,39,45,31,21,33,37,25,28,24,23,31,32,29,24,31
